ds,yhat,yhat_lower,yhat_upper
2024-02-29,99.33946980449191,87.49143631796032,111.96185660275306
2024-03-01,99.86085160610578,87.00404101835878,112.28458092683442
2024-03-02,103.33901023171029,91.36199933076853,116.39300781571255
2024-03-03,100.78420586852342,88.97523099356835,112.48297715125331
2024-03-04,98.53433965524522,85.93621255348226,111.3287214389651
2024-03-05,98.63938309884882,86.79981310972622,110.98476582903258
2024-03-06,100.3516716537658,88.64872743698689,112.59789011439568
2024-03-07,99.63432822581743,87.48990600335837,111.53234975299861
2024-03-08,99.01552862198926,86.53042103451601,111.09977976921355
2024-03-09,102.37058286923622,89.24492022797583,114.7715198033509
2024-03-10,99.7197112853812,87.55786038823204,112.48025204200677
2024-03-11,97.40558576886608,85.56152360920726,109.46694702739703
2024-03-12,97.48156826710748,84.787376213898,109.5895713797839
2024-03-13,99.20193953739133,87.76424473760851,112.87290994392858
2024-03-14,98.53030555037265,86.2658214939093,111.53357468979638
2024-03-15,97.99389315369548,86.43841417364011,109.68812761355494
2024-03-16,101.46570707561051,88.9878386530094,113.03699908568863
2024-03-17,98.96242389196749,85.5760426509803,110.75717684349749
2024-03-18,96.82208888031658,84.39236915924364,108.85649112050386
2024-03-19,97.09254204557031,84.81657679651103,108.93912107652227
2024-03-20,99.02185983041976,87.81418704250328,110.79881503234861
2024-03-21,98.56699250096982,86.63742518277144,110.52241029020895
2024-03-22,98.24830103063822,86.44782613542303,111.19502420719526
2024-03-23,101.93195749945139,89.08638128869124,113.15450091309313
2024-03-24,99.62807661375916,87.31562064981394,111.49348325467133
2024-03-25,97.66863652428759,85.63513400295884,110.11680354913663
2024-03-26,98.096108017444,85.72207158953019,109.86614481118359
2024-03-27,100.15407213045971,86.9646020709644,112.54604882471311
2024-03-28,99.79600067645696,87.32651794303777,111.72180905590727
2024-03-29,99.53989912330967,87.02353196922049,112.29596599887968
2024-03-30,103.25077272424937,90.85649880987545,115.25307067635887
2024-03-31,100.93878173522533,88.21140990299463,112.9904477732596
2024-04-01,99.933223096472,87.57977942818283,111.53360829472078
2024-04-02,100.28678132567057,87.79192931214968,113.13612551113992
2024-04-03,102.2425244897126,90.79017021671827,114.17408091613471
2024-04-04,101.75823221792844,88.51150051144037,114.26450096847046
2024-04-05,101.35695345168607,89.65663284836195,113.55276800533576
2024-04-06,104.90928330663587,93.35742372606171,117.41706576332075
2024-04-07,102.43131108118118,90.07073499196372,114.04001120732815
2024-04-08,100.26230445195546,87.98035934806906,112.64488964503492
2024-04-09,100.45305753419152,88.69277897231484,112.17771800100157
2024-04-10,102.2561929298721,89.62169134271025,114.31011529359944
2024-04-11,101.63460344500608,89.58124021693315,113.42481108205658
2024-04-12,101.11574487019233,89.1825638623535,112.61018928325478
2024-04-13,104.57375303080336,92.2172968583017,117.26909429598165
2024-04-14,102.02726320159455,89.51860251693745,113.99920975783228
2024-04-15,99.81700150670412,86.36562057456192,111.47749849585534
2024-04-16,99.9940793761773,86.63806951342721,112.13190307098976
2024-04-17,101.8102832534424,89.35891632731958,114.03544773927446
2024-04-18,101.22654595948828,88.58379927415218,113.06099687318921
2024-04-19,100.76731037557278,88.69602389603948,113.8303028546857
2024-04-20,104.30275655635641,92.25842671898593,116.22502235608691
2024-04-21,101.84676692461863,89.91699998981869,113.57254587564832
2024-04-22,99.73469449584024,87.36766235232633,111.60071645987884
2024-04-23,100.01185944054598,86.99740703157467,111.35258790015355
2024-04-24,101.92405952189301,89.99602999871608,114.49644121647391
2024-04-25,101.42627342580005,88.66536438840734,113.97687919390039
2024-04-26,101.03725983856067,88.96453024838958,112.47285864775728
2024-04-27,104.6220153298073,91.92287272893518,116.2947476446534
2024-04-28,102.18995770338432,90.19718904689559,115.07282416779158
2024-04-29,100.07289206789214,87.75115339043589,112.14551089219802
2024-04-30,100.31367781481961,88.89412311684403,112.20668254880393
2024-05-01,103.15295526659777,90.4711111926625,115.28069150639556
2024-05-02,102.553628328284,89.64010841251229,115.01232145560134
2024-05-03,102.03199527949606,89.69998798929258,114.25658098260233
2024-05-04,105.45589677066928,93.20695376957546,117.71219486682936
2024-05-05,102.83893975494574,91.62660503579296,114.88100212578138
2024-05-06,100.51837742957268,87.23610362010118,112.34572440673338
2024-05-07,100.54364462995666,88.03378895862119,111.8821875898387
2024-05-08,102.1668310799142,90.34866449969265,114.621197360399
2024-05-09,101.35127080823308,88.70525428441431,113.39575505256813
2024-05-10,100.62595234625235,88.67630221996326,112.5426314198469
2024-05-11,103.8677170320993,91.72269444526931,115.84644849047181
2024-05-12,101.09911865640116,88.9726449491225,113.08520625862982
2024-05-13,98.66601052406071,85.91466919873423,110.83874222802163
2024-05-14,98.6257888594636,86.4145105111891,110.94719628167968
2024-05-15,100.23758415451891,88.06263541775466,111.45102160013002
2024-05-16,99.47058782875267,86.87061144452225,112.15620024729601
2024-05-17,98.85822747497278,87.72321572721185,111.15637377526089
2024-05-18,102.28016594167184,90.7699442879195,114.2453681051312
2024-05-19,99.76000452443826,87.69237874215098,111.59821250401636
2024-05-20,97.64276215988835,85.19691462530069,109.89477550816109
2024-05-21,97.98306400813885,85.09851411900394,110.09307554987271
2024-05-22,100.0353339843742,87.91907528449254,113.24860650149886
2024-05-23,99.7621798435975,87.5685331250071,112.06108124824175
2024-05-24,99.68868373528264,88.07990502674386,111.81464004161823
2024-05-25,103.68457131924997,91.37193227736101,115.6623380616797
2024-05-26,101.76213591034455,88.00006482790342,113.16090557642059
2024-05-27,100.25398414588545,88.4997944848227,112.21080745289046
2024-05-28,101.20152971876385,89.47774310896298,114.05345956722975
2024-05-29,103.84552159391625,91.21835113418071,115.98284566992382
2024-05-30,104.13478621416586,91.94584141329858,115.95802723012828
2024-05-31,104.58088661884281,92.19299153326145,117.59025723449017
2024-06-01,110.03674071977203,97.77486877448332,122.39832127699559
2024-06-02,108.51058721329451,96.34797380284486,121.17073803093622
2024-06-03,107.32054850554178,94.71713510064266,118.36264628061122
2024-06-04,108.4991159195599,96.4470599725027,121.01613110690815
2024-06-05,111.28002765694842,99.33142940401808,124.34446675390012
2024-06-06,111.60723333100917,99.1614151878638,124.53989795345012
2024-06-07,111.989720502615,99.93913439133563,124.45488326343668
2024-06-08,116.28416034971035,104.76295151139777,128.8131124601317
2024-06-09,114.49323442652067,102.94208878339006,126.02287965821255
2024-06-10,112.94369642935429,101.15642888827394,125.48050324420659
2024-06-11,113.67508525476767,101.64243591402796,125.2750605730161
2024-06-12,115.93036816021835,103.6457467532358,128.5668332512605
2024-06-13,115.66468882622443,102.64968319684331,128.3069380088063
2024-06-14,115.39992161833192,104.28177418350168,128.1255195372095
2024-06-15,119.00699624216553,105.95384884998623,131.12509118617263
2024-06-16,116.5038633078721,104.21774964692484,128.70101993201274
2024-06-17,114.23316449043857,102.58956464383537,125.32812686425925
2024-06-18,114.2505343096928,102.93124081594286,126.47622436771232
2024-06-19,115.81482373202157,104.22571713192221,127.50511657154125
2024-06-20,114.8964321161518,102.67834301336971,127.82362621340552
2024-06-21,114.0314605083974,102.30341450645258,126.95098363251311
2024-06-22,117.10366186215973,104.53760099774334,129.99635983567043
2024-06-23,114.14206936944433,101.65679862158684,125.3706776580628
2024-06-24,111.49837628903931,99.64761342061301,123.11718644002202
2024-06-25,111.23500270211855,98.67683761500155,122.95307465457775
2024-06-26,112.61514626081562,100.10116146431116,124.7751679087279
2024-06-27,111.61100858816731,98.84645918385705,123.93993954805725
2024-06-28,110.75791353896965,97.4772290063144,122.19897297551188
2024-06-29,113.93629410679162,100.78661759933865,125.77745724618602
2024-06-30,111.16942830836061,99.27364337933054,123.9038577283453
2024-07-01,109.79707408806934,97.92139669264493,122.64891244456264
2024-07-02,109.87945643211948,97.43364067059214,121.94840221026752
2024-07-03,111.66409045112238,99.67099923218802,124.334839850333
2024-07-04,111.1100324880731,98.60349003779969,122.42187777093513
2024-07-05,110.73845907950609,99.0705123771911,123.21366864124316
2024-07-06,114.41506224035066,101.92867502862232,126.22333620315173
2024-07-07,112.14820918251061,100.30791000815134,123.7742970258963
2024-07-08,110.26692469097759,98.24794418965891,121.62214273907001
2024-07-09,110.80961429489909,98.47499693343731,122.91960463065054
2024-07-10,113.01480641236947,100.87367356819324,125.17235081658805
2024-07-11,112.83008514205997,100.66898709493408,124.58438589112545
2024-07-12,112.76690945542886,100.3465083473718,123.89193515114712
2024-07-13,116.68327520064626,104.45852951830129,127.99846101992203
2024-07-14,114.58208057834396,102.010890424667,126.7086633440212
2024-07-15,112.7892471744952,100.21348309679907,124.35374171271171
2024-07-16,113.34251052634889,100.59983750759832,125.2911403615295
2024-07-17,115.48215631141622,104.00295945976605,127.11543345695952
2024-07-18,115.15987391208445,103.52166602403337,126.17553637916342
2024-07-19,114.89342534757766,102.75186575375437,127.19806564348819
2024-07-20,118.54909036424792,105.87138410032101,130.2157318896363
2024-07-21,116.13975468628158,103.56986989861385,128.49065789875237
2024-07-22,114.00270170261304,101.82351145666907,125.46140174366624
2024-07-23,114.18803133628613,100.65820723559067,126.07563342717334
2024-07-24,115.94899326922388,104.62288371249502,128.58517970339796
2024-07-25,115.25041834772131,102.96779612141091,127.83284436520451
2024-07-26,114.62295888468343,102.37665780325162,125.90804942959194
2024-07-27,117.94511161508932,104.53633292119247,130.03307584414418
2024-07-28,115.24090319545532,103.90746794265497,127.97762155332205
2024-07-29,112.85731088941891,100.27316375734432,124.42170323143353
2024-07-30,112.85235369742986,100.87437425957863,124.77547945708453
2024-07-31,114.48515140849227,101.41103976296272,127.15742119449497
2024-08-01,114.72022372629066,102.12250915977418,126.40280406289223
2024-08-02,114.09726981262247,102.50544198871047,126.73621095842071
2024-08-03,117.48960037372251,105.14897840486996,129.52486768006733
2024-08-04,114.91751375884643,103.41544475952225,127.28170921283476
2024-08-05,112.7218826322378,100.30678130079676,124.92406666662946
2024-08-06,112.95240731413737,100.67860961920506,125.03762490783369
2024-08-07,114.85790874768077,102.96858081581497,127.75055105758412
2024-08-08,114.3948474388234,101.98251935993405,126.42827713135223
2024-08-09,114.08177780124234,102.50196825093018,126.7955431452007
2024-08-10,117.78170658125863,105.46727314770894,130.2606736779428
2024-08-11,115.50022646444202,103.446241020893,127.98452185068754
2024-08-12,113.56348531683643,101.30686709367977,125.7428911934029
2024-08-13,114.00691092320531,101.88674127846892,126.63208130144858
2024-08-14,116.06597065050202,104.42763495543166,128.02312938683903
2024-08-15,115.68513836927534,102.9679533722833,127.6054217867174
2024-08-16,115.37276443827801,103.04750157570821,128.64115578962037
2024-08-17,118.98380458404449,106.98887096901186,131.07761788464518
2024-08-18,116.51826712497575,105.78427713361746,129.48564709690174
2024-08-19,114.2994288024708,103.00877487397433,126.13513761964083
2024-08-20,114.36273079832083,101.94372925734451,125.38179674112502
2024-08-21,115.94662811529696,102.68807207366247,128.14837052127388
2024-08-22,115.00156071672237,102.27612462498166,127.53840800650882
2024-08-23,114.04474072041579,101.96759573754224,126.87086634038623
2024-08-24,116.94271246191929,104.8254400579784,128.33430589323322
2024-08-25,113.70954836047508,101.45012557546679,126.17511931109775
2024-08-26,110.68473675016861,98.11193834007756,122.16967802681155
2024-08-27,109.92168143279511,97.74220486881102,122.52738763116744
2024-08-28,110.67809637158909,98.13751679917546,123.2098980458502
2024-08-29,108.92447595639217,96.76162377320183,121.34781849677759
2024-08-30,107.19834863707278,95.5003616423066,118.96200961427124
2024-08-31,109.38628534278723,97.30609721191695,122.704755660223
2024-09-01,106.51762047147191,94.35989307632967,119.64444789935712
2024-09-02,102.95747981009211,90.85448432159974,115.22962131667002
2024-09-03,101.77124393429982,89.56373148019546,114.36966348361234
2024-09-04,102.23015407790793,91.1934961514762,115.10111133100202
2024-09-05,100.31544805148609,88.55765388464754,111.79040944523892
2024-09-06,98.57226896096336,86.50217418928638,110.92927660984807
2024-09-07,100.89140823004553,87.58674999347733,113.23594760196929
2024-09-08,97.30676957452403,85.28567061492727,110.31890251536933
2024-09-09,94.1726317192494,82.70846031286167,106.82586321319505
2024-09-10,93.55164852167412,82.02953361718704,105.93603770296005
2024-09-11,94.7048855508265,81.24967511758418,106.4258310117464
2024-09-12,93.6000854367401,81.12958496655709,106.34057691489167
2024-09-13,92.7658775561395,80.93287734172151,104.92295520543793
2024-09-14,96.07390687490184,84.07482990018111,108.59131554298067
2024-09-15,93.53675905628442,81.5804230389181,105.25084771377813
2024-09-16,91.48574796368132,78.47609504591372,103.53357203350164
2024-09-17,91.95949066600129,80.00174303045065,103.98841075352829
2024-09-18,94.19455398384886,81.99082038187645,106.30556822250237
2024-09-19,94.13434878331981,81.58020252264667,107.6803802322748
2024-09-20,94.28397082956356,82.49455117607712,106.34293386489256
2024-09-21,98.49294607387327,86.06413778085161,110.56559531769152
2024-09-22,96.75374082380935,84.77406703832841,108.59064099255616
2024-09-23,95.38008696467759,83.4263642182299,107.62242605116623
2024-09-24,96.39603259845501,84.42596301396327,107.58602396338372
2024-09-25,99.02698894747577,86.15537092809302,110.79345441150421
2024-09-26,99.20893850382191,87.62038310334,111.50810721026706
2024-09-27,99.44349428069,87.04477243079847,110.93339081041717
2024-09-28,103.58076159979922,91.27890198993688,115.99828898543069
2024-09-29,101.61785914362623,89.32016610257115,114.09424035667332
2024-09-30,99.87714853496506,86.72914120988052,112.89989046521892
2024-10-01,101.39116432418977,89.06182094851371,113.49227502492717
2024-10-02,103.40904263512527,90.7923951385927,114.69634759455549
2024-10-03,102.88181431813133,90.63178001325703,114.73458398975359
2024-10-04,102.33267121142424,91.0151084973048,115.13483839396945
2024-10-05,105.63536254903045,92.54079831972072,117.17531227170737
2024-10-06,102.81211497741049,90.86493979382568,115.69685639122095
2024-10-07,100.2112206355482,88.14056027687319,112.63424656746567
2024-10-08,99.89522237813878,86.85458789998441,112.19576448130351
2024-10-09,101.13098912717022,88.99102253855148,114.15667053343803
2024-10-10,99.89787142191504,88.03043978245059,111.84456375245624
2024-10-11,98.74165427475532,86.68114450909152,110.31238921947353
2024-10-12,101.55628753035579,88.87053967532164,114.23296678939768
2024-10-13,98.3812799210262,86.40205891399283,110.34679219280068
2024-10-14,95.57883547498318,84.09583021935143,107.71979120275422
2024-10-15,95.22167312219031,83.08733956481285,107.64087739467061
2024-10-16,96.58283200603256,84.21022760822395,109.67088125994692
2024-10-17,95.64365948346392,83.46333741385031,107.84684907813855
2024-10-18,94.94770315881348,82.9268398792731,107.38829925413785
2024-10-19,98.38248853218178,86.35365259177374,110.6205150309037
2024-10-20,95.97706698731467,83.40884344606103,107.49073365917498
2024-10-21,94.07940847574763,82.00002275901794,105.86302625829042
2024-10-22,94.74457277633168,82.0558316991976,107.02959836604934
2024-10-23,97.22495236286008,85.06103309857149,110.50737688071409
2024-10-24,97.47877216744995,85.92392869340425,110.1147273549369
2024-10-25,98.02455398491753,86.09467762051015,110.65774109181747
2024-10-26,102.72351197212498,89.79188758305847,114.97978109024399
2024-10-27,101.57774771932202,89.70244532860143,113.93590054544984
2024-10-28,100.90830234818131,88.69058540106707,112.92832571894618
2024-10-29,102.74398237803649,90.68106993854605,114.58407551742167
2024-10-30,106.31223552185774,94.40242545082003,118.87686122245647
2024-10-31,107.54824552293746,95.24811806535553,119.56031602946396
2024-11-01,109.94601829416814,97.58166989854317,122.28642856205165
2024-11-02,115.35693493543052,103.28740696397412,128.02415812603368
2024-11-03,114.76482187801865,102.21768657057211,127.220436980652
2024-11-04,114.47999494323294,102.55526926433936,125.94538386955765
2024-11-05,116.52438042084006,105.12692962885771,129.68377341929073
2024-11-06,120.12250750467898,108.23114340973106,132.46610680451565
2024-11-07,121.21061897319422,108.36323251074917,133.22501311463645
2024-11-08,122.2915937326996,109.08732591954187,134.25287906654506
2024-11-09,127.21763772413141,115.11988004940879,139.4408894303164
2024-11-10,125.98860611842659,113.19970370239193,138.23892363879474
2024-11-11,124.93001320998737,112.63268550738123,136.8384865574524
2024-11-12,126.0816501895825,113.48652136584812,139.11768868079932
2024-11-13,128.6880947429525,116.37569825041858,141.1760464718704
2024-11-14,128.70729345351495,116.09614776357594,140.96485750950697
2024-11-15,128.66492529296025,117.0077927843436,140.68491488452042
2024-11-16,132.43651796614324,119.52547891313498,144.67562506194702
2024-11-17,130.0451954740512,118.10753212925633,141.98000619600504
2024-11-18,127.83912848819062,115.6654449468671,140.68039332912215
2024-11-19,127.87962223312869,115.71097635807322,139.5195032119306
2024-11-20,129.43113927803543,117.29259964512772,141.71905581612833
2024-11-21,128.46945025318152,115.39791754799309,140.552520529016
2024-11-22,127.5356310826521,115.37224697088541,140.00917177572308
2024-11-23,130.51788681696317,117.63229318313006,141.91581307888654
2024-11-24,127.44908655533087,114.98211756242796,139.11941280180696
2024-11-25,124.684084849342,112.59917460787979,136.67364509862037
2024-11-26,124.28776568607981,111.9350943550027,136.10028348556244
2024-11-27,125.52510545619762,113.02989643086205,137.03867599445795
2024-11-28,124.3694445980218,111.81969790135034,136.22171340848809
2024-11-29,123.35668098802546,111.13633446429802,135.4443218596627
2024-11-30,126.36735763813934,112.82451938628587,138.7865859451188
2024-12-01,124.42059947323067,112.2988189191298,136.2554512043867
2024-12-02,121.86748648152452,109.04568530436154,133.93148547764213
2024-12-03,121.75598088235837,108.57983441393031,133.81485609584314
2024-12-04,123.33710087994756,111.683030854907,134.90008751751753
2024-12-05,122.56971108788039,110.3450298877711,135.05621994246928
2024-12-06,121.97515231359172,109.71757713571597,133.49062266862234
2024-12-07,125.41975018048922,113.11555971130491,136.3618307143682
2024-12-08,122.91306589271876,110.76262439727155,135.8300985384402
2024-12-09,120.78594296302516,108.41927111798591,133.55870186571067
2024-12-10,121.07926467586695,108.80538299732636,133.7931447757628
2024-12-11,123.03469822604168,111.61148346529872,135.7367727264767
2024-12-12,122.60359620171633,110.23331757574206,135.50034538518125
2024-12-13,122.30175143261317,110.5714480250004,135.09372695572742
2024-12-14,125.99196315293224,112.87418364162446,138.26886187470424
2024-12-15,123.6822779048062,111.8524224859584,136.2718206756272
2024-12-16,121.70396117440902,109.54457115972588,133.17937737581457
2024-12-17,122.10011865675858,110.6547014508527,134.70767276380795
2024-12-18,124.11624901135687,112.09166063031783,135.4582950532846
2024-12-19,123.70890629043133,111.9239226752925,135.1290699400514
2024-12-20,123.40017691260057,112.09090177270042,136.14359669447114
2024-12-21,127.05993903455936,115.55258987784515,138.98474373946686
2024-12-22,124.7037783837637,111.41708739059618,137.14649407466877
2024-12-23,122.67062758012452,109.7279055169919,134.3729821091324
2024-12-24,123.01105893465589,111.11387092474432,135.6435337717607
2024-12-25,124.97752339393526,112.9073887508218,138.0584134963116
2024-12-26,124.5327240042287,111.9082497214599,137.08652787913337
2024-12-27,124.20383804025857,112.23794356700976,135.68396925053943
2024-12-28,127.86456372616044,116.45728768543931,139.36735774463128
2024-12-29,125.53287225381206,113.38872760335649,137.43042894773046
2024-12-30,123.54853714463415,111.4632448376566,136.10703861507653
2024-12-31,123.9613741973115,112.2385750693398,135.57144954500123
2025-01-01,115.06461092978901,103.73268848732903,127.2555629328811
2025-01-02,114.7308244129039,102.87843950958462,128.2528268481506
2025-01-03,114.52503183689831,102.21320035470266,125.89129859310951
2025-01-04,118.31440897217668,105.95639966385939,130.5665647327692
2025-01-05,116.10938404132378,103.89708610157663,128.62085607208365
2025-01-06,114.24142290304026,102.07414796570562,126.77084083834792
2025-01-07,114.75155527910499,101.58791509644175,126.83174608787255
2025-01-08,116.88092681020183,105.31305625611468,128.35194790990104
2025-01-09,116.57955490607401,104.35653143937475,128.70862544756014
2025-01-10,116.36098993757537,104.51896416875486,128.36628062121818
2025-01-11,120.08484331838956,107.78245954080636,132.42823096091692
2025-01-12,117.75504747332675,105.55841242326689,130.1714778996334
2025-01-13,115.69790319709908,103.48878937141053,127.78130497240112
2025-01-14,115.95083078645985,104.06126491708413,128.1181299757719
2025-01-15,117.75310236534854,106.05370474706882,130.25184845893358
2025-01-16,117.05472737201971,104.68743767994678,129.2480406185215
2025-01-17,116.3711883095948,103.32892793784792,128.13576809669345
2025-01-18,119.56598554343581,108.26522231895736,132.84155602136832
2025-01-19,116.64885514111565,104.9302689912686,128.1676559007806
2025-01-20,113.9537160476478,101.62956742229123,125.91567619274929
2025-01-21,113.52726553031772,101.44996139393334,125.73459407005708
2025-01-22,114.61950454741346,102.59265122557063,127.08788977289502
2025-01-23,113.19237079582588,100.76622238014627,125.30947622656075
2025-01-24,111.77418370071557,99.28412025469443,123.73724336776338
2025-01-25,114.24186844912022,101.50368214219657,126.28541839609014
2025-01-26,110.61883228798212,98.04704988088739,122.92125739472843
2025-01-27,107.25255923107959,95.39698729794637,119.0204958705387
2025-01-28,106.20285229336483,94.5329014811665,118.37795196772151
2025-01-29,106.7320151178143,94.10422715065872,119.06505383436571
